iata,beach,mountain,culture,business,adventure,nightlife,food,nature,budget,luxury
MTN,0,0,0,0,1,0,0,1,1,0
FRY,0,0,0,0,1,0,0,1,1,0
NEW,0,0,0,0,1,0,0,1,1,0
COE,0,0,0,0,1,0,0,1,1,0
BMT,0,1,0,0,0,0,0,0,0,0
DNV,0,0,0,0,1,0,0,1,1,0
COJ,0,0,0,0,1,0,0,1,1,0
TIX,1,0,0,0,0,0,0,0,0,0
BZH,1,0,0,0,1,0,1,1,0,0
UAR,1,0,1,0,0,1,1,0,0,1
NYE,1,0,0,0,0,0,1,1,0,0
AAP,0,0,0,0,1,0,0,1,1,0
FCM,0,0,0,0,1,0,0,1,1,0
LIX,1,0,0,0,1,0,1,1,0,0
OJC,0,0,0,0,1,0,0,1,1,0
GIU,1,1,1,0,0,0,1,1,1,0
EUM,0,0,0,0,1,0,0,1,1,0
TKT,1,0,1,0,1,1,1,1,1,0
YLK,0,0,0,0,1,0,0,1,1,0
YCM,0,0,0,0,1,0,0,1,1,0
YPD,0,0,0,0,1,0,0,1,1,0
MNZ,0,0,0,0,1,0,0,1,1,0
LJN,1,0,0,0,0,0,0,0,0,0
BGG,1,0,1,0,0,1,1,0,0,1
KFS,1,0,1,0,0,1,1,0,0,1
LLV,0,0,0,0,1,0,0,1,1,0
DCY,0,0,0,0,1,0,0,1,1,0
GXH,0,0,0,1,0,0,0,0,0,0
CIY,1,0,1,0,0,1,1,0,0,1
KVM,0,0,1,0,1,0,0,1,0,0
ZKP,0,0,1,0,1,0,0,1,0,0
UMS,0,0,1,0,1,0,0,1,0,0
ADH,0,0,0,0,1,0,0,1,1,0
OLZ,0,0,1,0,1,0,0,1,0,0
NLT,0,0,0,0,1,0,0,1,1,0
PTA,0,0,1,0,1,0,0,1,0,0
BOR,0,0,0,0,1,0,0,1,1,0
OBC,1,0,0,0,0,0,1,1,0,0
TDJ,1,0,0,0,0,0,1,1,0,0
AQB,1,0,1,0,1,0,1,1,1,0
NOR,1,0,1,0,1,0,0,1,0,0
BTZ,1,0,1,0,0,1,1,0,0,1
WAR,1,0,0,0,0,0,1,1,0,0
EWK,0,0,1,1,0,1,1,0,0,0
BSJ,0,0,0,0,1,0,0,1,1,0
TZR,0,0,0,0,1,0,0,1,1,0
FBR,0,0,0,0,1,0,0,1,1,0
CLS,0,0,0,1,0,0,0,0,0,0
EVW,0,0,0,0,1,0,0,1,1,0
EUF,0,0,0,0,1,0,0,1,1,0
MEO,0,0,0,0,1,0,0,1,1,0
AUO,0,0,0,0,1,0,0,1,1,0
DBN,0,0,0,0,1,0,0,1,1,0
PUK,1,0,0,0,0,0,1,1,0,0
CVO,0,0,0,0,1,0,0,1,1,0
PXH,0,0,0,0,1,0,0,1,1,0
CWT,0,0,0,0,1,0,0,1,1,0
OGD,0,0,0,0,1,0,0,1,1,0
AKO,0,0,0,0,1,0,0,1,1,0
SHN,0,0,0,0,1,0,0,1,1,0
WNA,0,0,1,0,1,0,0,1,0,0
PKA,0,0,1,0,1,0,0,1,0,0
YBW,0,0,0,0,1,0,0,1,1,0
WSO,1,0,1,0,1,0,1,1,1,0
WKR,1,0,0,0,1,0,0,1,0,0
GFO,1,0,1,0,1,0,1,1,1,0
DYL,0,0,0,0,1,0,0,1,1,0
TGI,1,0,1,0,1,0,1,1,1,0
TJL,1,0,1,0,1,0,1,1,1,0
YZY,0,0,0,0,1,0,0,1,1,0
OAL,1,0,1,0,1,0,1,1,1,0
OCW,0,0,0,0,1,0,0,1,1,0
MHC,0,0,1,0,1,0,1,1,1,0
SWO,0,0,0,0,1,0,0,1,1,0
OKM,0,0,0,0,1,0,0,1,1,0
CUH,0,0,0,0,1,0,0,1,1,0
CSM,0,0,0,0,1,0,0,1,1,0
WLD,0,0,0,0,1,0,0,1,1,0
PWA,0,0,0,1,0,0,0,0,0,0
DTN,0,0,0,1,0,0,0,0,0,0
SEP,0,0,0,0,1,0,0,1,1,0
ADT,0,0,0,0,1,0,0,1,1,0
IRB,0,0,0,0,1,0,0,1,1,0
YEL,0,0,0,0,1,0,0,1,1,0
IKB,0,0,0,0,1,0,0,1,1,0
DAN,0,0,0,0,1,0,0,1,1,0
ERG,0,0,1,0,1,0,0,1,0,0
HCW,0,0,0,0,1,0,0,1,1,0
BEM,0,0,0,0,1,0,0,1,1,0
NKT,1,0,1,0,0,1,1,0,0,1
SUY,0,0,1,0,1,0,0,1,0,0
OUZ,1,0,0,0,0,0,1,1,0,0
ABB,1,0,1,1,0,1,1,1,0,0
QUO,1,0,1,1,0,1,1,1,0,0
KAA,1,0,0,0,1,0,1,1,0,0
SGX,1,0,0,0,1,0,1,1,0,0
JUH,0,0,0,0,1,0,0,1,1,0
AOG,0,0,0,0,1,0,0,1,1,0
DQA,0,0,0,0,1,0,0,1,1,0
ZYI,0,0,0,0,1,0,0,1,1,0
LDS,0,0,0,0,1,0,0,1,1,0
AVA,0,0,0,0,1,0,0,1,1,0
KSS,1,0,0,0,0,0,1,1,0,0
WTB,0,0,0,0,1,0,0,1,1,0
TNH,0,0,0,0,1,0,0,1,1,0
SZV,0,0,0,0,1,0,0,1,1,0
LII,1,0,0,0,0,0,1,1,0,0
NTI,1,0,0,0,0,0,1,1,0,0
WSR,1,0,0,0,0,0,1,1,0,0
DTB,1,0,0,0,0,0,1,1,0,0
MEQ,1,0,0,0,0,0,1,1,0,0
BUW,1,0,0,0,0,0,1,1,0,0
KAZ,1,0,0,0,0,0,1,1,0,0
MNA,1,0,0,0,0,0,1,1,0,0
SGQ,1,0,0,0,0,0,1,1,0,0
BUU,1,0,0,0,0,0,1,1,0,0
ILA,1,0,0,0,0,0,1,1,0,0
OKL,1,0,0,0,0,0,1,1,0,0
KOX,1,0,0,0,0,0,1,1,0,0
CMQ,1,1,0,0,0,0,1,1,0,0
WMB,0,0,0,0,1,0,0,1,1,0
RCM,1,0,0,0,0,0,1,1,0,0
DCN,1,0,0,0,0,0,1,1,0,0
KNO,1,0,1,1,0,1,1,1,0,0
AMN,0,0,0,0,1,0,0,1,1,0
HMY,0,0,0,0,1,0,0,1,1,0
EMT,0,1,0,0,0,0,0,0,0,0
FAH,0,1,1,0,0,0,1,0,1,0
IXT,0,0,0,0,0,0,0,0,1,0
KRQ,0,0,0,0,1,0,0,1,1,0
QKX,0,0,1,0,1,0,0,1,0,0
SSF,0,0,0,0,1,0,0,1,1,0
JAS,0,0,0,0,1,0,0,1,1,0
MRF,0,0,0,0,1,0,0,1,1,0
ALE,0,1,1,0,0,0,1,0,0,1
BQE,1,0,0,0,0,0,1,1,0,0
CZA,1,0,1,1,0,1,1,1,1,0
BUY,0,0,0,0,1,0,0,1,1,0
CCB,0,0,0,0,1,0,0,1,1,0
EKI,0,0,0,0,1,0,0,1,1,0
CUB,0,0,0,0,1,0,0,1,1,0
GDC,0,0,0,0,1,0,0,1,1,0
HVS,0,0,0,0,1,0,0,1,1,0
SZT,1,0,1,0,1,0,1,1,1,0
DU9,0,0,0,0,1,0,0,1,1,0
RIH,1,0,1,1,1,1,1,1,1,0
LEE,0,0,1,1,0,1,1,0,0,0
PPY,1,0,1,0,1,0,1,1,1,0
DIQ,1,0,1,0,1,0,1,1,1,0
EIK,0,0,0,0,1,0,0,1,1,0
ERD,0,0,0,0,1,0,0,1,1,0
BWX,1,0,0,0,0,0,1,1,0,0
ERL,0,0,1,1,0,1,1,0,0,0
CNO,0,0,0,0,1,0,0,1,1,0
HTR,1,0,1,0,1,1,1,0,1,0
BWW,1,0,0,0,0,0,1,1,0,0
PRB,0,0,0,0,1,0,0,1,1,0
PKX,0,0,1,1,0,1,1,0,0,0
HAF,1,0,0,0,0,0,0,0,0,0
HCJ,1,0,1,0,1,1,1,0,1,0
WJF,0,0,0,0,1,0,0,1,1,0
CJF,1,0,0,0,0,0,1,1,0,0
GUZ,1,0,1,0,1,0,1,1,1,0
UBT,1,0,1,0,1,0,1,1,1,0
BOX,1,0,0,0,0,0,1,1,0,0
QUG,0,0,0,0,1,0,0,1,1,0
TNW,1,0,1,0,1,0,1,1,1,0
FYJ,0,0,0,0,1,0,0,1,1,0
PZL,0,0,0,0,1,0,1,1,0,0
LPF,0,0,0,0,1,0,0,1,1,0
KJH,0,0,0,0,1,0,0,1,1,0
HPG,0,0,0,0,1,0,0,1,1,0
ZQZ,0,0,0,0,1,0,0,1,1,0
YIE,0,0,0,0,1,0,0,1,1,0
HNY,0,0,0,0,1,0,0,1,1,0
AHJ,0,0,0,0,1,0,0,1,1,0
WOS,0,0,1,1,0,1,1,0,0,0
IGT,0,0,0,0,1,0,0,1,1,0
ASN,0,0,0,0,1,0,0,1,1,0
GMU,0,0,0,1,0,0,0,0,0,0
NGD,1,0,0,0,0,0,1,1,0,0
TOI,0,0,0,0,1,0,0,1,1,0
ETS,0,0,0,0,1,0,0,1,1,0
EFG,1,0,0,0,0,0,1,1,0,0
KGW,1,0,0,0,0,0,1,1,0,0
NDN,1,0,0,0,0,0,1,1,0,0
BNM,1,0,0,0,0,0,1,1,0,0
ALX,0,0,0,1,0,0,0,0,0,0
PKT,1,0,0,0,0,0,1,1,0,0
GPN,1,0,0,0,0,0,1,1,0,0
DOH,0,0,1,1,0,1,1,0,0,0
HZP,0,0,0,0,1,0,0,1,1,0
HDE,0,0,0,0,1,0,0,1,1,0
PTT,0,0,0,0,1,0,0,1,1,0
LXN,0,0,0,0,1,0,0,1,1,0
CBF,0,0,0,0,1,0,0,1,1,0
OKK,0,0,0,0,1,0,0,1,1,0
GBG,0,0,0,0,1,0,0,1,1,0
GUY,0,0,0,0,1,0,0,1,1,0
IDP,0,0,0,0,1,0,0,1,1,0
BBC,1,0,1,1,0,1,1,0,0,0
PRX,0,0,1,0,0,0,1,0,0,1
CFV,0,0,0,0,1,0,0,1,1,0
GXY,0,0,0,0,1,0,0,1,1,0
OEL,0,0,0,0,1,0,0,1,1,0
FET,0,1,0,0,0,0,0,0,0,0
LGD,0,0,0,0,1,0,0,1,1,0
SZY,0,0,0,0,1,0,0,1,1,0
MPO,0,0,0,0,1,0,0,1,1,0
UKT,0,0,0,0,1,0,0,1,1,0
YBA,0,0,0,0,1,0,0,1,1,0
BNG,0,0,0,0,1,0,0,1,1,0
OFK,0,0,0,0,1,0,0,1,1,0
TFL,1,0,1,0,1,0,1,1,1,0
TPF,0,0,0,0,1,0,0,1,1,0
BZC,1,0,1,0,1,0,1,1,1,0
ITP,1,0,1,0,1,0,1,1,1,0
REZ,1,0,1,0,1,0,1,1,1,0
KBN,1,0,0,0,0,0,1,1,0,0
IKL,1,0,0,0,0,0,1,1,0,0
AIR,1,0,1,0,1,0,1,1,1,0
JRN,1,0,1,0,1,0,1,1,1,0
JIA,1,0,1,0,1,0,1,1,1,0
VLP,1,0,1,0,1,0,1,1,1,0
JUA,1,0,1,0,1,0,1,1,1,0
CCX,1,0,1,0,1,0,1,1,1,0
TGQ,1,0,1,0,1,0,1,1,1,0
CQA,1,0,1,0,1,0,1,1,1,0
MTG,1,0,1,0,1,0,1,1,1,0
BMB,1,0,0,0,0,0,1,1,0,0
APQ,1,0,1,0,1,0,1,1,1,0
FLB,1,0,1,0,1,0,1,1,1,0
PCS,1,0,1,0,1,0,1,1,1,0
BNC,1,0,0,0,0,0,1,1,0,0
BNB,1,0,0,0,0,0,1,1,0,0
MTP,0,1,0,0,0,0,0,0,0,0
VPZ,0,1,0,0,0,0,0,0,0,0
DRV,1,1,1,0,1,0,1,1,1,1
SXK,1,0,0,0,0,0,1,1,0,0
MLZ,0,0,1,1,1,1,1,1,1,0
PDU,0,0,1,0,1,0,1,1,1,0
ATI,0,0,1,1,1,1,1,1,1,0
HSM,0,0,0,0,1,0,0,1,1,0
SWH,0,0,0,0,1,0,0,1,1,0
TTL,1,0,0,0,1,0,1,1,0,0
KWB,1,0,0,0,0,0,1,1,0,0
KOO,1,0,0,0,0,0,1,1,0,0
AOU,1,0,1,0,1,1,1,1,1,0
SQX,0,0,1,0,1,0,1,1,1,0
LDM,0,0,0,0,1,0,0,1,1,0
RHV,0,0,0,0,1,0,0,1,1,0
OHS,0,0,0,0,1,0,0,1,1,0
KCF,0,1,1,0,0,0,1,0,1,0
RZS,0,1,1,0,0,0,1,0,1,0
TMF,1,0,0,0,1,0,1,1,0,1
IFU,1,1,1,0,1,0,1,1,1,1
KZF,1,0,0,0,0,0,1,1,0,0
OGU,1,0,1,0,0,1,1,0,0,1
YKO,1,0,1,0,0,1,1,0,0,1
BUT,0,1,1,0,1,0,1,1,1,1
TLI,1,0,0,0,0,0,1,1,0,0
TQL,0,0,1,0,1,0,0,1,0,0
JIC,0,0,0,0,1,0,0,1,1,0
BPL,0,0,0,0,1,0,0,1,1,0
FYN,0,0,0,0,1,0,0,1,1,0
ACS,0,0,0,0,1,0,0,1,1,0
LFQ,0,0,0,0,1,0,0,1,1,0
YJP,0,0,0,0,1,0,0,1,1,0
WVI,0,0,0,0,1,0,0,1,1,0
GLU,0,1,1,0,1,0,1,1,1,1
HLI,0,0,0,0,1,0,0,1,1,0
DLK,0,0,0,0,1,0,0,1,1,0
YBS,0,0,0,0,1,0,0,1,1,0
RIZ,0,0,0,0,1,0,0,1,1,0
SQJ,0,0,0,0,1,0,0,1,1,0
XTO,0,0,0,0,1,0,0,1,1,0
YSE,0,0,0,0,1,0,0,1,1,0
YAH,0,0,0,0,1,0,0,1,1,0
YAL,1,0,0,0,0,0,0,0,0,0
YCE,0,0,1,1,0,0,0,0,0,0
YCQ,0,0,0,0,1,0,0,1,1,0
XRR,0,0,1,0,1,0,0,1,0,0
YDO,0,0,0,0,1,0,0,1,1,0
YEY,0,0,0,0,1,0,0,1,1,0
YHE,0,0,0,0,1,0,0,1,1,0
YHT,0,0,1,0,1,0,0,1,0,0
YDG,0,0,0,0,1,0,0,1,1,0
YJF,0,0,1,0,1,0,0,1,0,0
YKJ,0,0,0,0,1,0,0,1,1,0
YLR,0,0,0,0,1,0,0,1,1,0
YME,0,0,0,0,1,0,0,1,1,0
YML,0,0,0,0,1,0,0,1,1,0
YOS,0,0,0,0,1,0,0,1,1,0
YPS,0,0,0,0,1,0,0,1,1,0
YQS,0,0,0,0,1,0,0,1,1,0
YRO,0,0,0,0,1,0,0,1,1,0
YSH,1,1,0,0,0,0,0,0,0,0
YSL,0,0,0,0,1,0,0,1,1,0
YVE,0,0,0,0,1,0,0,1,1,0
YXQ,0,0,1,0,1,0,0,1,0,0
YSN,0,0,0,0,1,0,0,1,1,0
KES,0,0,0,0,1,0,0,1,1,0
XPK,0,0,0,0,1,0,0,1,1,0
ZGF,0,0,0,0,1,0,0,1,1,0
ZJG,0,0,0,0,1,0,0,1,1,0
YTD,0,0,0,0,1,0,0,1,1,0
PIW,0,0,0,0,1,0,0,1,1,0
XPP,0,0,0,0,1,0,0,1,1,0
WPC,0,0,0,0,1,0,0,1,1,0
ZST,0,0,0,0,1,0,0,1,1,0
ZUC,0,0,0,0,1,0,0,1,1,0
FNB,0,0,0,0,1,0,0,1,1,0
FSS,0,0,0,0,1,0,0,1,1,0
BXP,0,0,0,0,1,0,0,1,1,0
DGP,0,0,0,0,1,0,0,1,1,0
LMR,0,0,0,0,1,0,1,1,0,0
SXN,1,0,0,0,1,0,1,1,0,0
NDD,1,0,0,0,0,0,1,1,0,0
MAI,1,0,0,0,1,0,1,1,0,0
ADI,1,0,0,0,0,0,1,1,0,0
MWE,1,0,0,0,0,0,1,1,0,0
ALN,0,0,0,0,1,0,0,1,1,0
AXN,0,0,0,0,1,0,0,1,1,0
CLU,0,0,0,0,1,0,0,1,1,0
BBD,0,0,0,0,1,0,0,1,1,0
BIH,0,1,0,0,0,0,0,0,0,0
BKE,0,0,1,1,0,1,1,0,0,0
BPI,0,0,0,0,1,0,0,1,1,0
WMH,0,0,0,0,1,0,0,1,1,0
BTL,0,0,0,0,1,0,0,1,1,0
BYI,0,0,0,0,1,0,0,1,1,0
CCY,0,0,0,1,0,0,0,0,0,0
CNU,0,0,0,0,1,0,0,1,1,0
CRG,0,0,0,0,1,0,0,1,1,0
CSV,0,0,0,0,1,0,0,1,1,0
DAA,0,0,0,0,1,0,0,1,1,0
DAG,0,0,0,0,1,0,0,1,1,0
DMN,0,0,0,0,1,0,0,1,1,0
DRA,0,0,0,0,1,0,0,1,1,0
EED,0,0,0,0,1,0,0,1,1,0
EGI,0,0,0,0,1,0,0,1,1,0
EKA,0,0,0,0,1,0,0,1,1,0
HYR,0,0,0,0,1,0,0,1,1,0
JCT,0,0,0,0,1,0,0,1,1,0
LOL,0,0,0,0,1,0,0,1,1,0
MBG,0,0,0,0,1,0,0,1,1,0
MCB,0,0,0,0,1,0,0,1,1,0
MDH,0,0,0,0,1,0,0,1,1,0
MMT,0,0,0,0,1,0,0,1,1,0
NHZ,0,0,0,0,1,0,0,1,1,0
NRB,0,0,0,0,1,0,0,1,1,0
OGB,0,0,0,0,1,0,0,1,1,0
OTM,0,0,0,0,1,0,0,1,1,0
OZR,0,0,0,0,1,0,0,1,1,0
PWY,0,1,0,0,0,0,0,0,0,0
POU,0,0,0,0,1,0,0,1,1,0
RSL,0,0,0,0,1,0,0,1,1,0
RWF,0,0,0,0,1,0,0,1,1,0
SNS,0,0,0,0,1,0,0,1,1,0
TPH,0,0,0,0,1,0,0,1,1,0
UKI,0,0,0,0,1,0,0,1,1,0
UOX,0,0,0,0,1,0,0,1,1,0
HTV,0,0,0,0,1,0,0,1,1,0
VTN,0,0,0,0,1,0,0,1,1,0
WMC,0,0,0,0,1,0,0,1,1,0
WWR,0,0,0,0,1,0,0,1,1,0
ZZV,0,0,0,0,1,0,0,1,1,0
ECV,1,0,1,0,0,1,1,0,0,1
CDT,1,0,1,0,0,1,1,0,0,1
TEV,1,0,1,0,0,1,1,0,0,1
QLP,1,0,1,0,0,1,1,0,0,1
BJY,1,0,1,0,0,1,1,0,0,1
RUV,1,0,1,0,1,0,1,1,1,0
XPL,1,0,1,0,1,0,1,1,1,0
UPL,1,0,1,0,1,0,1,1,1,0
QSN,1,0,0,0,0,0,1,1,0,0
SNJ,1,0,0,0,0,0,1,1,0,0
DWD,0,0,0,0,1,0,0,1,1,0
KMX,1,0,0,0,0,0,1,1,0,0
XXN,0,0,0,0,1,0,0,1,1,0
KNR,0,0,0,0,1,0,0,1,1,0
PYK,0,0,1,1,0,1,1,0,0,0
XIJ,0,0,0,0,1,0,0,1,1,0
ATG,0,1,1,0,0,0,1,0,1,0
SGI,0,1,1,0,0,0,1,0,1,0
RQW,1,0,1,0,0,1,1,0,0,1
ENN,0,0,1,0,1,0,0,1,0,0
WWA,0,0,1,0,1,0,0,1,0,0
IWK,0,0,0,0,1,0,0,1,1,0
IEJ,0,0,0,0,1,0,0,1,1,0
AAV,1,0,1,0,1,1,1,1,1,0
BPH,1,0,1,0,1,1,1,1,1,0
MXI,1,0,1,0,1,1,1,1,1,0
BAT,1,0,1,0,1,0,1,1,1,0
QHP,1,0,1,0,1,0,1,1,1,0
TOQ,1,0,1,0,1,0,1,1,1,0
CNR,0,0,1,0,1,0,1,1,1,0
TLX,0,0,1,0,1,0,1,1,1,0
ZIC,0,0,1,0,1,0,1,1,1,0
TTC,0,0,1,0,1,0,1,1,1,0
API,1,0,1,0,1,0,1,1,1,0
CVE,1,0,1,0,1,0,1,1,1,0
PAL,1,0,1,0,1,0,1,1,1,0
PZA,1,0,1,0,1,0,1,1,1,0
TQS,1,0,1,0,1,0,1,1,1,0
RIJ,1,0,1,0,1,0,1,1,1,0
JAE,1,0,1,0,1,0,1,1,1,0
IKU,0,0,1,1,0,1,1,0,0,0
VYI,0,0,1,0,1,0,0,1,0,0
BGN,0,0,1,0,1,0,0,1,0,0
GVN,0,0,0,0,1,0,0,1,1,0
NLI,0,0,0,0,1,0,0,1,1,0
VLK,0,0,0,0,1,0,0,1,1,0
INA,0,0,1,0,1,0,0,1,0,0
ZIX,0,0,1,0,1,0,0,1,0,0
RTC,1,1,1,0,0,0,1,1,1,0
HIM,1,1,1,0,0,0,1,1,1,0
RDP,0,1,1,0,0,0,1,0,1,0
PUT,1,1,1,0,0,0,1,1,1,0
LNX,0,0,0,0,1,0,0,1,1,0
ABH,0,1,0,0,0,0,0,0,0,0
ARY,0,0,0,0,1,0,0,1,1,0
BLN,0,0,0,0,1,0,0,1,1,0
BZD,0,0,0,0,1,0,0,1,1,0
BWQ,0,0,0,0,1,0,0,1,1,0
CVC,0,0,0,0,1,0,0,1,1,0
CWW,0,0,0,0,1,0,0,1,1,0
CYG,0,0,0,0,1,0,0,1,1,0
CMD,0,0,0,0,1,0,0,1,1,0
DRN,0,0,0,0,1,0,0,1,1,0
DNQ,0,0,0,0,1,0,0,1,1,0
DYA,1,0,0,0,0,0,1,1,0,0
ECH,0,0,0,0,1,0,0,1,1,0
FRB,0,0,0,0,1,0,0,1,1,0
GUH,0,0,0,0,1,0,0,1,1,0
HXX,0,0,0,0,1,0,0,1,1,0
HTU,0,0,0,0,1,0,0,1,1,0
KRA,0,0,0,0,1,0,0,1,1,0
KPS,0,0,0,0,1,0,0,1,1,0
KGY,0,0,0,0,1,0,0,1,1,0
TGN,0,0,0,0,1,0,0,1,1,0
MRG,1,0,0,0,0,0,1,1,0,0
RPM,1,0,0,0,0,0,1,1,0,0
QRM,0,0,0,0,1,0,0,1,1,0
PPI,0,0,0,0,1,0,0,1,1,0
SIO,0,0,0,0,1,0,0,1,1,0
SNB,1,0,0,0,0,0,1,1,0,0
SWC,0,0,0,0,1,0,0,1,1,0
TYB,0,0,0,0,1,0,0,1,1,0
TUM,0,0,0,0,1,0,0,1,1,0
WGT,0,0,0,0,1,0,0,1,1,0
WKB,0,0,0,0,1,0,0,1,1,0
QRR,0,0,0,0,1,0,0,1,1,0
SXE,0,0,0,0,1,0,0,1,1,0
WWY,0,0,0,0,1,0,0,1,1,0
NGA,0,0,0,0,1,0,0,1,1,0
LHK,0,0,0,0,1,0,0,1,1,0
WDS,0,0,0,0,1,0,0,1,1,0
HTT,0,0,0,0,1,0,0,1,1,0
UUN,0,0,0,0,1,0,0,1,1,0
BFU,0,0,0,0,1,0,0,1,1,0
RUG,0,0,0,0,1,0,0,1,1,0
WHU,0,0,0,0,1,0,0,1,1,0
SXJ,0,0,0,0,1,0,0,1,1,0
YKH,0,0,0,0,1,0,0,1,1,0
BQG,0,0,0,0,1,0,0,1,1,0
HYD,1,1,1,1,0,1,1,1,1,0
PKO,1,0,0,0,0,0,1,1,0,0
KDC,1,0,0,0,0,0,1,1,0,0
HMG,0,0,0,0,1,0,0,1,1,0
BIB,1,0,0,0,0,0,1,1,0,0
KCS,0,0,0,0,1,0,0,1,1,0
BMR,0,0,0,0,1,0,0,1,1,0
MVW,0,0,0,0,1,0,0,1,1,0
GOO,0,0,0,0,1,0,0,1,1,0
APT,0,0,0,0,1,0,0,1,1,0
DCU,0,0,0,0,1,0,0,1,1,0
GLW,0,0,0,0,1,0,0,1,1,0
DKV,0,0,0,0,1,0,0,1,1,0
RNZ,0,0,0,0,1,0,0,1,1,0
SBT,0,0,1,1,1,1,1,1,0,0
AXF,1,0,0,0,0,0,0,0,0,0
NIS,1,0,0,0,0,0,1,1,0,0
BUL,1,0,0,0,0,0,1,1,0,0
TBR,0,0,0,0,1,0,0,1,1,0
AMT,0,0,0,0,1,0,0,1,1,0
EDD,0,0,0,0,1,0,0,1,1,0
FIK,0,0,0,0,1,0,0,1,1,0
JJG,0,0,1,0,1,0,1,1,1,0
WKI,1,0,0,0,1,0,1,1,0,0
KLJ,0,0,0,0,1,0,0,1,1,0
ETB,0,0,0,0,1,0,0,1,1,0
GLR,0,0,0,0,1,0,0,1,1,0
AID,0,0,0,0,1,0,0,1,1,0
QND,0,0,0,0,1,0,0,1,1,0
GUU,1,0,1,0,1,0,0,1,0,0
PCD,0,0,0,0,1,0,0,1,1,0
OTJ,1,0,0,0,0,0,1,1,0,0
TSM,0,0,0,0,1,0,0,1,1,0
RTN,0,0,0,0,1,0,0,1,1,0
PPA,0,0,0,0,1,0,0,1,1,0
FLP,0,0,0,0,1,0,0,1,1,0
BGD,0,0,0,0,1,0,0,1,1,0
HLE,1,0,0,0,0,0,1,1,0,0
BNJ,0,0,0,0,1,0,0,1,1,0
NGK,0,0,0,0,1,0,0,1,1,0
SQA,0,0,0,0,1,0,0,1,1,0
HXD,0,0,0,0,1,0,0,1,1,0
BAR,1,0,1,0,1,1,1,1,1,0
ZBO,1,0,0,0,0,0,1,1,0,0
UCB,0,0,0,0,1,0,0,1,1,0
KEO,1,0,0,0,0,0,1,1,0,0
GII,1,0,0,0,0,0,1,1,0,0
NZE,1,0,0,0,0,0,1,1,0,0
OCM,1,0,0,0,0,0,1,1,0,0
WGN,0,0,0,0,1,0,0,1,1,0
TXF,1,0,1,0,1,0,1,1,1,0
SPA,0,0,0,1,0,0,0,0,0,0
BJW,1,0,0,0,0,0,1,1,0,0
NBN,1,0,0,0,0,0,1,1,0,0
OLL,1,0,0,0,0,0,1,1,0,0
PPF,0,0,1,1,0,1,1,0,0,0
PCQ,1,0,1,0,1,1,1,1,1,0
AYS,0,0,0,0,1,0,0,1,1,0
DSS,1,0,1,1,0,1,1,1,0,0
PMH,0,0,0,0,1,0,0,1,1,0
NAC,0,0,0,0,1,0,0,1,1,0
PGZ,0,0,1,0,1,0,1,1,1,0
PQM,1,0,1,1,1,1,1,1,1,0
CUD,0,0,0,0,1,0,0,1,1,0
CLP,0,0,0,0,1,0,0,1,1,0
JOJ,0,0,1,0,1,0,0,1,0,0
ECI,1,0,1,0,1,0,1,1,1,0
QGQ,0,0,1,0,1,0,0,1,0,0
QPW,0,0,1,0,1,0,0,1,0,0
QJE,0,0,1,0,1,0,0,1,0,0
XIQ,0,0,1,0,1,0,0,1,0,0
QQT,0,0,1,0,1,0,0,1,0,0
QJI,0,0,1,0,1,0,0,1,0,0
QFG,0,0,1,0,1,0,0,1,0,0
QRY,0,0,1,0,1,0,0,1,0,0
NPR,1,0,1,0,1,0,1,1,1,0
SMT,1,0,1,0,1,0,1,1,1,0
ENO,0,0,1,0,1,0,1,1,1,0
UZR,0,0,0,0,1,0,0,1,1,0
NYR,0,0,1,0,1,0,0,1,0,0
SUK,0,0,1,0,1,0,0,1,0,0
UKG,0,0,1,0,1,0,0,1,0,0
VHV,0,0,1,0,1,0,0,1,0,0
DEE,0,0,0,0,1,0,0,1,1,0
EKS,0,0,0,0,1,0,0,1,1,0
TLK,0,0,0,0,1,0,0,1,1,0
RDB,0,0,1,0,1,0,0,1,0,0
ION,1,0,0,0,0,0,1,1,0,0
EBH,1,0,1,0,0,1,1,0,0,1
ZIS,1,0,1,0,0,1,1,0,0,1
MYZ,1,0,0,0,1,0,1,1,0,0
BCU,1,0,1,1,0,1,1,1,0,0
GMO,1,0,1,1,0,1,1,1,0,0
KDA,1,0,0,0,0,0,1,1,0,0
SHO,0,0,1,1,1,1,1,1,0,0
KIY,1,0,0,0,0,0,1,1,0,0
QSI,1,0,0,0,0,0,1,1,0,0
MNS,1,0,0,0,1,0,1,1,0,0
GZI,0,1,1,0,0,0,1,0,1,0
DBC,0,0,0,0,1,0,0,1,1,0
LNL,0,0,0,0,1,0,0,1,1,0
SQD,0,0,0,0,1,0,0,1,1,0
YSQ,0,0,0,0,1,0,0,1,1,0
JSJ,0,0,0,0,1,0,0,1,1,0
WMT,0,0,0,0,1,0,0,1,1,0
LLB,0,0,0,0,1,0,0,1,1,0
CDE,0,0,0,0,1,0,0,1,1,0
DTU,0,0,0,0,1,0,0,1,1,0
EJN,0,0,0,0,1,0,0,1,1,0
RHT,0,0,0,0,1,0,0,1,1,0
HUO,0,0,0,0,1,0,0,1,1,0
GMQ,0,0,0,0,1,0,0,1,1,0
QSZ,0,0,0,0,1,0,0,1,1,0
TEI,0,0,0,0,0,0,0,0,1,0
